fire_id,year,deaths_attributed,death_cost_usd,earnings_loss_usd,total_pop_smoke_pm
UT3941811130620160908,2016,0.4057523625700437,4528196.366281689,5442436.736484607,4023659.432309417
CA3598611856520161030,2016,0.0046481900811243,51873.801305347806,62347.09342279561,46093.96170762774
NM3378810742520160521,2016,6.710340951709497,74887405.02107799,90007131.1442245,66543362.78743694
CA3425911746120160816,2016,6.5359393424086605,72941083.06128065,87667847.84504947,64813902.29624358
MT4760011518520160731,2016,1.208320574783811,13484857.614587331,16207442.993060527,11982359.011263004
AZ3626611202520160629,2016,0.3679381843957285,4106190.1378563303,4935227.681305438,3648673.6313090674
WY4364210996820160712,2016,2.817886223962293,31447610.259419188,37796865.574328825,27943680.752477117
OR4407812030820160929,2016,0.0054246375100099,60538.95461171128,72761.73644335626,53793.63350039197
OR4440811838320160731,2016,13.645087318503926,152279174.47450382,183024256.53022856,135312050.79380447
CA3416811790020160620,2016,1.0894111732621914,12157828.693606056,14612487.658591105,10803189.20435858
AZ3392311092420160520,2016,5.190955720344852,57931065.83904855,69627316.35356228,51476318.74419584
CA4185312311520160828,2016,6.300038273394902,70308427.13108711,84503660.1221626,62474579.96816907
MT4749511506020170829,2017,16.01789600224341,178759719.38503647,210185832.6664636,155392933.18317786
MT4775411540420170830,2017,11.262700344041768,125691735.83950612,147788451.71386647,109261793.29536898
CA3456711995220170708,2017,14.52639978538804,162114621.60493052,190614512.29987365,140923618.8652232
UT3771811283720170617,2017,8.35178918807928,93205967.33896478,109591657.01321524,81022440.09334461
WY4117410626120170703,2017,1.102913497710816,12308514.634452706,14472362.153116874,10699592.72007998
MT4715311245620170723,2017,13.15352591784583,146793349.24315947,172599747.00516996,127605084.57469974
MT4665411363020170719,2017,2.4113407694947253,26910562.987561136,31641463.236361075,23392917.211067334
MT4667411426820170715,2017,50.56660174501237,564323275.474338,663531795.3993648,490557097.2094308
UT3999411131620170812,2017,1.0260034051830689,11450198.001843046,13463152.714115946,9953471.951934
OR4298012228220170729,2017,14.784492963812312,164994941.47614542,194001194.8957053,143427434.3491232
CA3615911869620170829,2017,17.860406618276663,199322137.8599676,234363142.0942129,173267511.03075853
CA4018412336320170808,2017,0.0515859273355883,575698.9490651658,676907.3222465508,500445.7862960678
OR4412912209720170811,2017,1.9593476563398813,21866319.844753075,25710437.78616136,19008038.22184864
CA3957512131620170829,2017,15.881029364643473,177232287.70942116,208389877.18116307,154065161.5289859
AZ3328111080620170508,2017,2.3655421912331747,26399450.854162227,31040497.14783759,22948615.699140616
OR4425712174320170811,2017,21.038292376583453,234787342.92267132,276063160.8816403,204096840.2532217
MT4726811348520170724,2017,58.11890787118578,648607011.8424335,762632685.5199816,563823586.2089225
CA3609911841220170624,2017,3.005956568576814,33546475.305317245,39443974.67913728,29161408.473807696
CA4159712349220170725,2017,4.0659618356839085,45376134.08623242,53353297.70549091,39444739.54440022
OR4375212142520170829,2017,1.15066364162376,12841406.240521165,15098936.564442808,11162826.775383623
AZ3237411063220170630,2017,1.5904023949221993,17748890.727331743,20869161.06863488,15428823.676586377
CA4130712105620170725,2017,7.412459523363311,82723048.28073454,97265831.71762186,71909808.08438775
AZ3439711120120170610,2017,1.241964587849236,13860324.800397474,16296981.888432298,12048556.201669652
WA4737712101920170812,2017,47.54697243495766,530624212.3741275,623908407.8590151,461263046.6331516
CA4198012316420170811,2017,16.898763494762484,188590200.60154933,221744520.9834567,163938411.5274672
MT4713911378020170715,2017,24.03213848158535,268198665.4544925,315348222.8128041,233140762.60670185
OR4254212214420170810,2017,2.8808582289613343,32150377.835208487,37802442.06626546,27947803.52054341
CA4145212338020170811,2017,18.20114203537292,203124745.1147618,238834250.9933656,176573056.02209607
CA3442911910020171205,2017,90.01024230860118,1004514304.1639892,1181108787.6643586,873208039.7389985
MT4850811564920170830,2017,11.508277497801206,128432376.87546147,151010899.81438845,111644188.22664528
CA4185212099120170726,2017,5.416707694505037,60450457.87067622,71077700.6493815,52548605.4302724
CA4077112312420170831,2017,5.927757363124354,66153772.1724678,77783662.53836036,57506404.31958497
AZ3435811237320170624,2017,5.404037688528011,60309060.60397261,70911445.62089352,52425691.072984606
NM3661310619920170603,2017,0.2506714655708586,2797493.5557707823,3289295.342494073,2431815.907340524
OR4400912217020170804,2017,2.155057376172233,24050440.31808212,28278528.527799454,20906658.82800988
OR4400312257520170811,2017,7.80184896120312,87068634.40702683,102375375.64351724,75687355.82773694
CA4178612347520170812,2017,65.43928523665173,730302423.2410332,858690220.9027622,634840086.1704767
CA3744911965020170829,2017,34.70241641672394,387278967.2106392,455362944.6130698,336655343.17263275
MT4523910640820170706,2017,0.3557300394621654,3969947.240397766,4667867.39896159,3451010.9346228405
AZ3414811196320170707,2017,0.015295356835516,170696.1822843589,200704.7187691417,148383.43078400064
NM3581510657020170615,2017,0.1280618346248717,1429170.0744135682,1680419.4096187006,1242354.43334073
MT4702111269120170715,2017,17.527647573004938,195608546.9147351,229996698.64883536,170039346.4777632
CA3861911955720170829,2017,18.376568176871583,205082500.85388687,241136181.8847384,178274901.42555392
MT4897311544120170811,2017,13.836107736503894,154410962.33938348,181556543.07236508,134226952.44822875
AZ3273510987220170607,2017,7.5800233387669955,84593060.46063967,99464593.65617236,73535379.43079281
CA3721711946920170903,2017,0.2086067130976442,2328050.91816971,2737324.2831706163,2023737.014237357
OR4447912049720170909,2017,1.3883180936559614,15493629.92520053,18217423.466860224,13468361.933069276
OR4279812231820170725,2017,34.82133377110989,388606084.8855864,456923370.7231285,337808985.10549515
MT4644711368920170713,2017,14.781102060745374,164957098.99791837,193956699.67707512,143394538.4947839
MT4703711487920170717,2017,19.712622887944164,219992871.4294569,258667808.50382817,191236245.43838143
MT4573910600920170830,2017,9.102355181398716,101582283.82440968,119440537.18167695,88303836.5534738
CA3761912020720170716,2017,7.748722823144795,86475746.70629591,101678257.77219512,75171968.13759203
OR4470812185620170724,2017,12.578718808075408,140378501.89812157,165057163.94852015,122028761.51771018
UT3935811121620180607,2018,5.7932030250791815,64652145.75988367,74266357.51956609,54906018.09546834
ID4467611644820180726,2018,5.241907002249027,58499682.14509914,67198980.91402073,49681020.92646985
CA3367611751620180806,2018,43.81229052334498,488945162.24053,561654617.9500351,415238065.3439669
OR4282612280720180716,2018,28.70103133633282,320303509.7134743,367934810.0138834,272018663.7839704
WA4785112054920180728,2018,39.02475793459241,435516298.5500513,500280520.5235061,369863451.3674266
UT3855611251720180717,2018,0.0713693503632496,796481.9500538654,914924.2080884646,676414.5543566276
UT4010011096020180701,2018,4.503579047373683,50259942.1686903,57733935.82133423,42683398.38928599
ID4485611430720180802,2018,5.112131653555984,57051389.25368478,65535317.0649306,48451054.082076624
CA4089112222820180809,2018,35.976262725696465,401495092.0187725,461200130.2626356,340970845.2600649
OR4252812357120180715,2018,133.95002736040968,1494882305.342172,1717181424.2722616,1269533036.26686
CO3746110780820180601,2018,36.26238404382936,404688205.9291356,464868081.8283649,343682606.3019091
CO3845710866520180729,2018,8.357158799836647,93265892.20617698,107135161.77313209,79206323.39382957
UT3739711342320180627,2018,2.0133230465514083,22468685.199513715,25809930.79826081,19081594.61137893
WA4870812037220180811,2018,18.850882885462493,210375853.0017614,241660166.55563217,178662289.64254388
CA4065012263020180723,2018,88.03571654317746,982478596.6218604,1128579815.170112,834372733.8126831
CA3765211988120180713,2018,59.89597905641012,668439126.269537,767840549.5769756,567673823.2166647
CA4139512105720180815,2018,9.027647720844223,100748548.56462152,115730539.78852212,85560990.52189036
AZ3455711116020180427,2018,0.3485778470848,3890128.773466368,4468617.257660595,3303702.890588032
WY4102310619920180610,2018,2.643133919327398,29497374.53969376,33883833.8264828,25050728.96204129
CA4094312242720180905,2018,121.54244887473207,1356413729.44201,1558121633.7245598,1151938205.5822847
ID4416411519420180825,2018,0.0111884473582425,124863.07251798653,143431.0567054098,106040.31836144088
NM3577110680320180720,2018,0.339306048009471,3786655.495785696,4349756.803090464,3215827.916138884
MT4857711552620180811,2018,4.428969500292209,49427299.62326105,56777473.69253633,41976274.34678032
CO3937110704320180703,2018,3.491807774803327,38968574.76680513,44763465.6459498,33094172.608706053
CA4195612355120180715,2018,41.0088240744803,457658476.67120016,525715390.430446,388667758.9167553
UT3980611166020180906,2018,17.07234333094469,190527351.57334277,218860058.5934736,161805893.52780113
CO4022310665520180719,2018,4.20274974839844,46902687.192126594,53877434.30165023,39832240.08158004
UT3995111140220180804,2018,17.07234333094469,190527351.57334277,218860058.5934736,161805893.52780113
CA3372011680020180725,2018,5.966667610440184,66588010.532512456,76490098.48939468,56550056.74240044
CO3905510606920180628,2018,9.86491370856243,110092436.98755673,126463927.6766504,93496314.25789005
MT4515311193120180811,2018,1.056459149551524,11790084.10899501,13543349.433077712,10012762.358109528
OR4307312203920180715,2018,1.316932476162381,14696966.433972174,16882504.83892994,12481440.414509438
CA4063012088020180727,2018,3.4162984035247104,38125890.183335766,43795468.16007216,32378520.336922523
CA3982012144020181108,2018,441.7363641498507,4929777823.9123335,5662869160.173729,4186627794.406807
AZ3365610950620180411,2018,2.630440465698562,29355715.597195957,33721109.2402261,24930424.703477982
OR4237012386020180716,2018,133.50773779382823,1489946353.779123,1711511463.2961462,1265341165.406987
WA4860211814020180811,2018,3.671598121558576,40975035.03659371,47068300.14128661,34798164.681761235
UT3987211174320180824,2018,8.395061121643968,93688882.11754668,107621053.1478998,79565548.7753679
OR4265012082720180815,2018,11.547239724199402,128867195.32206532,148030619.67775714,109440831.00573497
MT4767011476020180729,2018,1.2410998094048074,13850673.87295765,15910362.84482071,11762724.05756594
CA3834911992920180801,2018,44.01716179150968,491231525.593248,564280979.0116342,417179765.90381193
NV4006711564620190902,2019,0.0004030270493830721,4497.781871115085,5040.902825836008,3726.800546262558
AZ3424311248720190714,2019,0.0626692604039473,699388.946108052,783842.3062344943,579504.115827495
AZ3340811121020190608,2019,5.08196926149518,56714776.95828621,63563260.208704926,46993088.55031223
OR4428511846020190809,2019,1.86932987688346,20861721.42601941,23380838.26687514,17285737.066477925
CA4005312066920190904,2019,4.833903622038888,53946364.42195399,60460553.36845145,44699219.78381174
CA4172612124320190728,2019,0.0430332165934704,480250.6971831302,538242.4416993721,397929.1597263117
AZ3356011090420200818,2020,2.2252038677344586,24833275.16391656,27140968.824997198,20065647.15444987
AZ3362611156220200613,2020,7.13718715948257,79651008.69982548,87052776.15345347,64359172.34102957
CA3378011763820201203,2020,3.5718602017012744,39861959.85098623,43566231.29561768,32209042.745072536
CA4009112093120200817,2020,230.45912779465445,2571923866.1883435,2810926267.748685,2078151853.366112
OR4446712160520200817,2020,2.880580873289376,32147282.545909435,35134648.475795224,25975471.390012544
AZ3398111118420200825,2020,0.2403642968447771,2682465.552787713,2931740.3146294397,2167471.142284703
CA3966012280920200817,2020,563.5293954913798,6288988053.683798,6873407860.185432,5081593724.984408
CA3720111927220200905,2020,298.86587416172085,3335343155.644805,3645288187.341393,2695005731.5606565
CA3405311699120200905,2020,123.9283036796716,1383039869.065135,1511562277.7203145,1117516309.4685707
NM3583110586320200818,2020,2.5363347926477067,28305496.285948407,30935854.703098997,22871252.271657888
CA3467911845220200812,2020,36.75540255679596,410190292.53384286,448308242.4083156,331439716.34173125
WA4817811826620200907,2020,13.206345453100893,147382815.25660595,161078728.75472093,119087456.16710325
CO4020310623920201014,2020,3.7726429991067314,42102695.87003112,46015193.26444864,34019590.00586045
MT4564010610720200825,2020,0.0121935128854839,136079.6038020012,148725.13835285805,109954.29707861572
AZ3662811235020200608,2020,2.4649049715233584,27508339.48220068,30064620.12705771,22227137.99171737
MT4572011097420200904,2020,0.45882589350537,5120496.971519929,5596331.8472969625,4137435.952678565
AZ3237811092720200606,2020,8.861183781194443,98890810.99812998,108080484.7795047,79905212.14813912
CA4121212284720200914,2020,4.550642934162753,50785175.145256326,55504513.451863095,41035159.41474932
OR4482112218820200816,2020,247.07860887588336,2757397275.054858,3013635252.9584365,2228017062.6179376
OR4472312167920200817,2020,247.16860520916316,2758401634.1342607,3014732944.595291,2228828599.34721
UT4060611070920200821,2020,53.77819026848038,600164603.3962411,655936387.0905206,484941719.8033421
CA3612312160220200819,2020,360.7715827334736,4026210863.305565,4400356489.530683,3253236877.505809
OR4403912052820200816,2020,0.4862470124830216,5426516.659310522,5930789.1732572615,4384704.306811862
CO3957210726620200810,2020,14.951624073143163,166860124.65627772,182366015.41835985,134825405.16304326
CA3616111845220200819,2020,218.0622338824832,2433574530.128512,2659720476.6408334,1966363579.644461
CO3985110606520200814,2020,12.63686149926288,141027374.33177373,154132692.72558612,113952167.55668534
OR4333412278820200908,2020,133.73827836916556,1492519186.5998876,1631215232.2573051,1205977188.746963
CA3399211696420200731,2020,123.9283036796716,1383039869.065135,1511562277.7203145,1117516309.4685707
OR4417212223120200908,2020,177.67126333032778,1982811298.766458,2167068954.475563,1602140339.213692
ID4475611687720200907,2020,12.38368673247288,138201943.93439734,151044702.2037472,111669178.74272536
ID4576011519320200818,2020,4.061895013807303,45330748.3540895,49543220.52855218,36627903.3158695
AZ3366211089820200824,2020,0.0074672278707165,83334.26303719723,91078.30603162263,67335.29536249825
CA4185812335420200908,2020,109.0615464789646,1217126858.705245,1330231389.5424128,983456186.4183702
OR4518212157620200817,2020,6.960181652535437,77675627.24229547,84893827.47663127,62763035.42148888
ID4345611483420200806,2020,0.2717172883102361,3032364.937542235,3314154.967180264,2450194.929127164
OR4504912206220200908,2020,135.5038342085209,1512222789.7670934,1652749841.597852,1221897986.3950691
CA4169912147720200722,2020,3.141018505466198,35053766.52100277,38311224.68000787,28323952.672458407
OR4316012207020200908,2020,9.261737205178711,103360987.20979442,112966063.19806612,83517179.47783738
CA3424811795920200906,2020,376.0248793092186,4196437653.09088,4586402025.781807,3390782597.010015
ID4209111416920200912,2020,14.58329737904337,162749598.750124,177873508.7015911,131504040.5058372
MT4568510626920200902,2020,1.470305994614264,16408614.899895187,17933426.119585685,13258399.252667014
CA4118512343320200728,2020,126.78549235500456,1414926094.6818511,1546411609.9045603,1143280843.0666952
CA3415711791120200813,2020,337.7483817487984,3769271940.3165903,4119540880.121865,3045626494.4648952
CA4106412076220200720,2020,0.4911796605848151,5481565.012126537,5990953.030734179,4429184.175727615
ID4431211510020200914,2020,1.0665621383654018,11902833.464157883,13008933.773232196,9617662.384581825
AZ3388511181620200925,2020,1.009210724804286,11262791.688815832,12309414.52912961,9100499.330439763
NM3357010744220200615,2020,1.5515584395029396,17315392.184852805,18924467.93182359,13991088.474186515
NM3295410827320200606,2020,1.1804685599634936,13174029.12919259,14398258.446979225,10644806.952122215
CO4060910587920200813,2020,94.81765916954716,1058165076.3321464,1156497689.4454088,855012756.5813051
WY4117610642220200917,2020,89.38871421131752,997578050.5983036,1090280464.138339,806057559.4722532
OR4257212055720200908,2020,15.848996515800255,176874801.11633086,193311330.51677585,142917409.25380406
ID4354111517320200907,2020,6.89500427908675,76948247.75460814,84098854.44673668,62175302.22677415
OR4265312186920200908,2020,11.42112383230096,127459741.9684787,139304254.4881572,102989323.47244024
CA3276011669320200905,2020,6.288569944961027,70180440.58576505,76702132.01803094,56706815.69960501
CA4027912076220200817,2020,11.574542688022085,129171896.39832649,141175515.1131593,104372769.1289831
CA3968112017120200814,2020,5.160769837918858,57594191.39117446,62946274.41329632,46536943.47495388
