vote,credence,response_label,discipline,timestamp
3,0.5,Neutral,Astrobiologists,2025-09-23 14:20:28.426000
3,0.5,Neutral,Astrobiologists,2025-09-23 14:19:34.075000
5,0.05,Strongly disagree,Astrobiologists,2025-09-23 14:19:32.520000
5,0.05,Strongly disagree,Astrobiologists,2025-09-23 14:18:51.478000
3,0.5,Neutral,Astrobiologists,2025-09-23 14:18:42.778000
4,0.25,Disagree,Astrobiologists,2025-09-23 14:17:59.971000
3,0.5,Neutral,Astrobiologists,2025-09-23 14:17:50.893000
4,0.25,Disagree,Astrobiologists,2025-09-23 14:17:27.291000
2,0.75,Agree,Astrobiologists,2025-09-23 14:17:06.583000
4,0.25,Disagree,Astrobiologists,2025-09-23 14:17:01.429000
4,0.25,Disagree,Astrobiologists,2025-09-23 14:15:27.901000
3,0.5,Neutral,Astrobiologists,2025-09-23 14:15:24.971000
5,0.05,Strongly disagree,Astrobiologists,2025-09-23 14:15:18.909000
3,0.5,Neutral,Astrobiologists,2025-09-23 14:15:12.981000
5,0.05,Strongly disagree,Astrobiologists,2025-09-23 14:14:18.354000
3,0.5,Neutral,Astrobiologists,2025-09-23 14:13:32.277000
4,0.25,Disagree,Astrobiologists,2025-09-23 14:12:28.913000
4,0.25,Disagree,Astrobiologists,2025-09-23 14:11:55.553000
3,0.5,Neutral,Astrobiologists,2025-09-23 14:11:47.820000
4,0.25,Disagree,Astrobiologists,2025-09-23 14:11:30.120000
4,0.25,Disagree,Astrobiologists,2025-09-23 14:11:28.041000
3,0.5,Neutral,Astrobiologists,2025-09-23 14:11:04.064000
3,0.5,Neutral,Astrobiologists,2025-09-23 14:10:24.625000
3,0.5,Neutral,Astrobiologists,2025-09-23 14:09:37.028000
3,0.5,Neutral,Astrobiologists,2025-09-23 14:08:35.516000
4,0.25,Disagree,Astrobiologists,2025-09-23 14:05:07.531000
3,0.5,Neutral,Astrobiologists,2025-09-23 14:03:09.449000
4,0.25,Disagree,Astrobiologists,2025-09-23 14:00:46.896000
