phenotype_id,phenotype_name,source,population,gamma,gamma_se,gamma_p,gamma_z,gamma_sign,gamma_sign_se,gamma_sign_p,gamma_sign_z
Pan-UKBB.6250,Noninfectious gastroenteritis,Pan-UKBB (phenotype-manifest-23-03-01),European,-0.125339719,0.10953104,0.252486561,-1.144330591,-0.129478758,0.113923943,0.255731957,-1.136536839
Pan-UKBB.6289,Cholelithiasis,Pan-UKBB (phenotype-manifest-23-03-01),European,-0.152354836,0.125172755,0.223544666,-1.21715653,-0.160938839,0.128147773,0.209157744,-1.255884791
Pan-UKBB.6345,Urinary calculus,Pan-UKBB (phenotype-manifest-23-03-01),European,-0.031487925,0.107828924,0.770273297,-0.29201743,-0.039848525,0.110778204,0.719060656,-0.359714488
Pan-UKBB.6346,Calculus of kidney,Pan-UKBB (phenotype-manifest-23-03-01),European,-0.172846816,0.120892307,0.152786311,-1.429758613,-0.224792155,0.125093717,0.072337212,-1.796989972
Pan-UKBB.651,Treatment/medication code,Pan-UKBB (phenotype-manifest-23-03-01),European,0.034615037,0.12292677,0.778257359,0.281590717,-0.022344995,0.1261184,0.859371133,-0.177174745
Pan-UKBB.6549,Rheumatoid arthritis and other inflammatory polyarthropathies,Pan-UKBB (phenotype-manifest-23-03-01),European,-0.085157068,0.121075787,0.481845824,-0.703336894,-0.03952483,0.124586269,0.751054914,-0.317248681
Pan-UKBB.6554,Other arthropathies,Pan-UKBB (phenotype-manifest-23-03-01),European,-0.115993476,0.11521288,0.314042793,-1.006775245,-0.156384385,0.11823928,0.185965299,-1.322609422
Pan-UKBB.6555,Unspecified monoarthritis,Pan-UKBB (phenotype-manifest-23-03-01),European,-0.06034076,0.12648819,0.633328945,-0.477046592,-0.094152745,0.12910313,0.465828439,-0.729283213
Pan-UKBB.6556,Arthropathy NOS,Pan-UKBB (phenotype-manifest-23-03-01),European,-0.099810538,0.117009647,0.393653102,-0.853011183,-0.144714656,0.119816324,0.227122596,-1.207804173
Pan-UKBB.6611,Osteoarthrosis,Pan-UKBB (phenotype-manifest-23-03-01),European,-0.08879286,0.126829267,0.483866383,-0.700097554,-0.138710251,0.12935511,0.283575701,-1.072321394
Pan-UKBB.6671,Back pain,Pan-UKBB (phenotype-manifest-23-03-01),European,-0.07576999,0.098767933,0.442991312,-0.767151724,-0.061141824,0.102111534,0.549323,-0.598774904
Pan-UKBB.6688,Abdominal pain,Pan-UKBB (phenotype-manifest-23-03-01),European,-0.129830994,0.116008241,0.263074787,-1.1191532,-0.123772031,0.120766187,0.305415195,-1.024889785
Pan-UKBB.6720,Internal derangement of knee,Pan-UKBB (phenotype-manifest-23-03-01),European,-0.041072511,0.122602693,0.737621339,-0.335004967,0.021478866,0.126974601,0.86567177,0.169158756
Pan-UKBB.6760,Poisoning by antibiotics,Pan-UKBB (phenotype-manifest-23-03-01),European,0.072093525,0.107199809,0.501255622,0.672515428,0.066726434,0.109100245,0.540798048,0.611606634
Pan-UKBB.6761,Allergy/adverse effect of penicillin,Pan-UKBB (phenotype-manifest-23-03-01),European,-0.079993402,0.124747488,0.521365082,-0.641242591,-0.087572854,0.126030962,0.487148114,-0.694851909
Pan-UKBB.6784,,Pan-UKBB (phenotype-manifest-23-03-01),European,-0.066826531,0.125964988,0.595753723,-0.530516715,-0.151407488,0.127290595,0.234257416,-1.18946327
Pan-UKBB.6790,,Pan-UKBB (phenotype-manifest-23-03-01),European,-0.111541226,0.121691274,0.359356572,-0.91659182,-0.148944614,0.125423877,0.235018636,-1.187529987
Pan-UKBB.6822,,Pan-UKBB (phenotype-manifest-23-03-01),European,-0.017744462,0.126327624,0.888293531,-0.140463827,-0.067378026,0.13036081,0.605255295,-0.51685799
Pan-UKBB.6825,,Pan-UKBB (phenotype-manifest-23-03-01),European,0.071694689,0.087844914,0.414413943,0.816150711,-0.003467146,0.091142307,0.969654983,-0.038041012
Pan-UKBB.6850,,Pan-UKBB (phenotype-manifest-23-03-01),European,-0.103959837,0.106677468,0.329796035,-0.974524793,-0.144250828,0.108188413,0.182423623,-1.333329727
Pan-UKBB.6852,,Pan-UKBB (phenotype-manifest-23-03-01),European,-0.282060795,0.124035754,0.022964295,-2.274028141,-0.311541693,0.126761618,0.013983095,-2.457697361
Pan-UKBB.6854,,Pan-UKBB (phenotype-manifest-23-03-01),European,-0.172641324,0.123210442,0.161157057,-1.40119069,-0.24620768,0.126055278,0.05079918,-1.953172321
Pan-UKBB.6872,,Pan-UKBB (phenotype-manifest-23-03-01),European,-0.145004336,0.123399067,0.239960894,-1.175084543,-0.166781704,0.128005661,0.19260056,-1.302924438
Pan-UKBB.6876,,Pan-UKBB (phenotype-manifest-23-03-01),European,0.071694188,0.108448688,0.508555516,0.661088568,-0.003467146,0.112519472,0.975418084,-0.030813739
Pan-UKBB.6884,,Pan-UKBB (phenotype-manifest-23-03-01),European,-0.240789481,0.12618891,0.056369668,-1.908166744,-0.280398915,0.12790384,0.028360488,-2.192263461
Pan-UKBB.6901,,Pan-UKBB (phenotype-manifest-23-03-01),European,-0.08768324,0.126693323,0.488880523,-0.692090458,-0.188316966,0.129258501,0.145143439,-1.45690198
Pan-UKBB.6919,,Pan-UKBB (phenotype-manifest-23-03-01),European,-0.084517709,0.110620862,0.444849087,-0.764030467,-0.147714815,0.114026568,0.195167766,-1.29544209
Pan-UKBB.6920,,Pan-UKBB (phenotype-manifest-23-03-01),European,-0.060695723,0.114711609,0.596725134,-0.529115782,-0.206276078,0.118840966,0.082611218,-1.735732084
Pan-UKBB.7,Urea,Pan-UKBB (phenotype-manifest-23-03-01),European,0.428885867,0.126752838,0.000715319,3.383639166,0.520630175,0.127924564,4.7e-05,4.069821766
Pan-UKBB.7003,,Pan-UKBB (phenotype-manifest-23-03-01),European,-0.103958873,0.106600938,0.32945344,-0.975215369,-0.144250828,0.108110782,0.182109768,-1.334287149
Pan-UKBB.7006,,Pan-UKBB (phenotype-manifest-23-03-01),European,0.011634165,0.123013369,0.924651271,0.094576431,-0.022742299,0.123705022,0.85413664,-0.183842977
Pan-UKBB.7043,,Pan-UKBB (phenotype-manifest-23-03-01),European,0.091960923,0.122309443,0.452128641,0.751870997,0.066847758,0.126191828,0.596298261,0.529731275
Pan-UKBB.7051,,Pan-UKBB (phenotype-manifest-23-03-01),European,-0.087804403,0.102404348,0.391208135,-0.857428463,-0.052522005,0.10579174,0.619565651,-0.496466026
Pan-UKBB.706,Treatment/medication code,Pan-UKBB (phenotype-manifest-23-03-01),European,-0.080712407,0.120774889,0.503949786,-0.668287978,-0.115955601,0.124553403,0.351868587,-0.930970958
Pan-UKBB.7067,,Pan-UKBB (phenotype-manifest-23-03-01),European,-0.070138053,0.113784966,0.537624755,-0.616408788,-0.099317549,0.115799225,0.391074577,-0.85767024
Pan-UKBB.7072,,Pan-UKBB (phenotype-manifest-23-03-01),European,-0.240788725,0.109489428,0.027863981,-2.199196105,-0.280398915,0.110977388,0.011516241,-2.526631065
Pan-UKBB.7113,,Pan-UKBB (phenotype-manifest-23-03-01),European,-0.243039292,0.114186145,0.033299943,-2.128448174,-0.265982007,0.117330801,0.023393828,-2.266941029
Pan-UKBB.7115,,Pan-UKBB (phenotype-manifest-23-03-01),European,-0.087804403,0.115409002,0.446770146,-0.760810694,-0.052522005,0.119226569,0.659558609,-0.440522654
Pan-UKBB.7121,,Pan-UKBB (phenotype-manifest-23-03-01),European,-0.282060639,0.124035704,0.022964316,-2.274027792,-0.311541693,0.126761618,0.013983095,-2.457697361
Pan-UKBB.7170,,Pan-UKBB (phenotype-manifest-23-03-01),European,0.003043822,0.10108736,0.975978683,0.030110806,-0.01171687,0.103468015,0.90983912,-0.113241468
Pan-UKBB.7188,,Pan-UKBB (phenotype-manifest-23-03-01),European,-0.184506556,0.112588806,0.101262282,-1.638764659,-0.289413865,0.114279953,0.01132527,-2.532498991
Pan-UKBB.7199,,Pan-UKBB (phenotype-manifest-23-03-01),European,-0.208364602,0.122447616,0.088818522,-1.701663202,-0.195532617,0.126510128,0.122203946,-1.545588642
Pan-UKBB.720,Treatment/medication code,Pan-UKBB (phenotype-manifest-23-03-01),European,0.039581162,0.123200554,0.74800259,0.321274222,-0.07124271,0.127209062,0.575449224,-0.560044296
Pan-UKBB.7205,,Pan-UKBB (phenotype-manifest-23-03-01),European,-0.242713619,0.124435359,0.051114208,-1.950519695,-0.265857021,0.127881883,0.037624117,-2.078926391
Pan-UKBB.7227,,Pan-UKBB (phenotype-manifest-23-03-01),European,-0.227082254,0.118908709,0.056169368,-1.909719276,-0.146208188,0.122501452,0.232664969,-1.193522082
Pan-UKBB.754,Treatment/medication code,Pan-UKBB (phenotype-manifest-23-03-01),European,-0.23712413,0.116555363,0.041907911,-2.034433457,-0.285393214,0.11918021,0.016636875,-2.394635939
Pan-UKBB.8,Calcium,Pan-UKBB (phenotype-manifest-23-03-01),European,0.399882829,0.12439548,0.001306223,3.214608995,0.375916753,0.125779568,0.002801718,2.988694889
Pan-UKBB.80,Birth weight known,Pan-UKBB (phenotype-manifest-23-03-01),European,0.311785219,0.117745071,0.008097711,2.647968317,0.36525897,0.119706429,0.002278608,3.0512895
Pan-UKBB.82,Birth weight known,Pan-UKBB (phenotype-manifest-23-03-01),European,-0.242755297,0.125315979,0.052727547,-1.937145605,-0.280712855,0.128807977,0.029308449,-2.179312665
Pan-UKBB.83,Snoring,Pan-UKBB (phenotype-manifest-23-03-01),European,0.293513802,0.123525668,0.017495008,2.37613612,0.314113803,0.127685146,0.013891172,2.460065348
Pan-UKBB.833,Treatment/medication code,Pan-UKBB (phenotype-manifest-23-03-01),European,-0.132953375,0.109937911,0.226528538,-1.209349663,-0.151264805,0.112384954,0.17831785,-1.345952457
Pan-UKBB.9,Cholesterol,Pan-UKBB (phenotype-manifest-23-03-01),European,0.11373685,0.121680635,0.349934623,0.934716109,0.197109934,0.126208431,0.118339581,1.561781034
Pan-UKBB.958,Treatment/medication code,Pan-UKBB (phenotype-manifest-23-03-01),European,-0.138804311,0.123547754,0.261230666,-1.123487125,-0.194575217,0.124158524,0.117079284,-1.567151498
Pan-UKBB.96,Milk type used,Pan-UKBB (phenotype-manifest-23-03-01),European,0.001740221,0.112866501,0.987698386,0.015418398,-0.056141635,0.116673688,0.630384979,-0.481185058
Pan-UKBB.999,Treatment/medication code,Pan-UKBB (phenotype-manifest-23-03-01),European,0.554666867,0.127412887,1.34e-05,4.353302696,0.296424584,0.127772258,0.020343864,2.319944796
GBMI.Abdominal_Aortic_Aneurysm,Abdominal aortic aneurysm,S-LDSC reference files,European,-0.08199458,0.126704971,0.517547847,-0.647129943,-0.112245906,0.128195652,0.381256885,-0.875582789
GBMI.Acute_Appendicitis,Acute appendicitis,S-LDSC reference files,European,0.081237044,0.127813802,0.525044353,0.635588981,0.066647406,0.129985112,0.608139449,0.512731075
GBMI.Asthma,Asthma,S-LDSC reference files,European,-0.147285999,0.1315627,0.262921848,-1.119511828,-0.124772189,0.13186152,0.344027951,-0.946236543
GBMI.Primary_Apen_Angle_Glaucoma,Primary open-angle glaucoma,S-LDSC reference files,European,-0.154983921,0.099719919,0.120138576,-1.554192206,-0.176359121,0.100394543,0.078975706,-1.756660427
PANUKBB.Atrial_Fibrillation_And_Flutter,Atrial Fibrillation And Flutter,S-LDSC reference files,European,0.074055525,0.128429677,0.56419406,0.576623146,0.049910379,0.129317748,0.699532587,0.385951502
PANUKBB.Blood_Clot_DVT_Bronchitis_Emphysema_Asthma_Rhinitis_Eczema_Allergy_Diagnosed_By_Doctor,"Bronchitis, Emphysema, Asthma, Rhinitis, Eczema, Allergy Diagnosed By Doctor",S-LDSC reference files,European,0.292277049,0.129176062,0.023658786,2.262625477,0.307203383,0.129438139,0.017627044,2.373360636
PANUKBB.Breast_Cancer_female,Breast Cancer (female),S-LDSC reference files,European,-0.446894343,0.126011859,0.000390464,-3.546446719,-0.417864441,0.127771831,0.001073972,-3.27039565
PANUKBB.C44_Other_Malignant_Neoplasms_Of_Skin,Malignant Neoplasms Of Skin,S-LDSC reference files,European,0.700992429,0.123948882,1.55e-08,5.655496191,0.298528103,0.127448729,0.01916331,2.342338802
PANUKBB.Diverticulosis_And_Diverticulitis,Diverticulosis And Diverticulitis,S-LDSC reference files,European,0.053951677,0.101018721,0.593288938,0.534076022,0.102751678,0.101585257,0.311785702,1.011482187
PANUKBB.Inguinal_Hernia,Inguinal Hernia,S-LDSC reference files,European,0.295326955,0.126607056,0.019667765,2.33262635,0.340100867,0.129328663,0.008544998,2.629740829
PANUKBB.Mouth_Teeth_Dental_Problems,Mouth Teeth Dental Problems,S-LDSC reference files,European,-0.129038803,0.128592906,0.315635345,-1.003467512,-0.073593675,0.130617334,0.573142375,-0.563429616
PANUKBB.Varicose_Vein_Surgery,Varicose Vein Surgery,S-LDSC reference files,European,0.548279707,0.12788311,1.81e-05,4.287350445,0.456423277,0.128200918,0.000370546,3.560218489
PASS.Acne_Vulgaris.TederLaving2023,Acne vulgaris,S-LDSC reference files,European,-0.039658822,0.127507016,0.755775941,-0.311032465,0.003712592,0.128666372,0.976980708,0.028854407
PASS.Age_First_Birth.Barban2016,Age First Birth,S-LDSC reference files,European,0.337310255,0.127800403,0.008306467,2.639352046,0.369240032,0.128644467,0.00410165,2.870236402
PASS.Aging_Parental_Lifespan.Timmers2020,Aging Parental Lifespan,S-LDSC reference files,European,0.385352616,0.130129957,0.003063527,2.961290588,0.463909693,0.131207679,0.000406711,3.535690113
PASS.Alcohol_use.SanchezRoige2018,Alcohol use/AUDIT,S-LDSC reference files,European,0.31920055,0.110444978,0.003850803,2.890131862,0.257765269,0.11227947,0.021690345,2.295747113
PASS.Alzheimers_Disease.Wightman2021,Alzheimer’s disease,S-LDSC reference files,European,-0.262788119,0.124172557,0.034318112,-2.116313988,-0.268929623,0.126492766,0.033499308,-2.126047458
PASS.Anorexia_Nervosa.Watson2019,Anorexia nervosa,S-LDSC reference files,European,0.11684352,0.1177998,0.321255014,0.991882156,0.075754714,0.12010543,0.528213724,0.630735132
PASS.Atrial_Fibrillation.Nielsen2018,Atrial Fibrillation,S-LDSC reference files,European,0.315621666,0.119922955,0.008491627,2.631870317,0.312443035,0.121121649,0.009892042,2.57958042
PASS.Attention_Deficit_Hyperactivity_Disorder_ADHD.Demontis2023,ADHD,S-LDSC reference files,European,-0.450577782,0.123279216,0.000257245,-3.654937116,-0.420116967,0.123166779,0.000647346,-3.410960092
PASS.Autism.PGC2013,Autism Spectrum Disorder,S-LDSC reference files,European,0.238452345,0.127828793,0.062124792,1.865404033,0.210700803,0.129758044,0.104419009,1.623797618
PASS.BMI.Yengo2018,BMI,S-LDSC reference files,European,-0.865652104,0.132396689,6.22e-11,-6.538321375,-0.865610351,0.131140338,4.09e-11,-6.60064146
PASS.Basophil_Percentage.Vuckovic2020,Basophil Percentage,S-LDSC reference files,European,-0.041667209,0.125903199,0.740684983,-0.330946386,0.023100739,0.129282806,0.858186014,0.178683769
PASS.Bipolar_Disorder_ALL.Mullins2021,Bipolar disorder (all cases),S-LDSC reference files,European,-0.627682625,0.130413684,1.49e-06,-4.813011994,-0.610479179,0.131372953,3.37e-06,-4.646916791
PASS.CHIP.Kessler2022,CHIP,S-LDSC reference files,European,0.135898697,0.119860673,0.25687612,1.133805555,0.11063746,0.120489115,0.358495252,0.918236139
PASS.Cancer_Esophageal.Gharahkhani2016,Esophageal Cancer,S-LDSC reference files,European,0.083861206,0.12695513,0.508895913,0.660557841,0.07349176,0.129228199,0.56956141,0.568697551
PASS.Cancer_Lung.McKay2017,Lung cancer,S-LDSC reference files,European,-0.135308604,0.12551398,0.281017636,-1.078036122,-0.130181237,0.12639109,0.303015895,-1.029987455
PASS.Cancer_Prostate.Schumacher2018,Prostate Cancer,S-LDSC reference files,European,-0.150771442,0.131504124,0.25158215,-1.146514937,-0.078675941,0.132875138,0.553780746,-0.592104302
PASS.Cannabis_Use_Disorder.Johnson2020,Cannabis use disorder,S-LDSC reference files,European,-0.225829875,0.112356627,0.044437731,-2.00993819,-0.288863833,0.114424508,0.011586542,-2.52449268
PASS.Celiac.Dubois2010,Celiac disease,S-LDSC reference files,European,0.169554971,0.12176571,0.163780436,1.392468956,0.050184045,0.122454373,0.68193923,0.409818316
PASS.Chronic_Obstructive_Pulmonary_Disease.Consentino2023,COPD,S-LDSC reference files,European,0.168418259,0.132363044,0.203232316,1.272396391,0.163700504,0.13181821,0.214286146,1.241865623
PASS.Cigarettes_Per_Day.Liu2019,Cigarettes Per Day,S-LDSC reference files,European,-0.040848849,0.130014672,0.75337943,-0.314186455,-0.084817768,0.131893064,0.520172308,-0.64307982
PASS.Coronary_Artery_Disease.Aragam2022,Coronary Artery Disease (Aragam),S-LDSC reference files,European,0.009101917,0.128120562,0.94336448,0.07104181,-0.106170305,0.12842378,0.408396678,-0.82671842
PASS.Covid19_Infection.hg_v7,Covid 19 Vaccination,S-LDSC reference files,European,-0.275260379,0.12401693,0.026450096,-2.219538727,-0.268107331,0.126410694,0.033928294,-2.12092287
PASS.Covid19_Vaccination.Hartonen2023,SARS-CoV-2 infection (C2),S-LDSC reference files,European,-0.234884698,0.114173771,0.039661588,-2.0572562,-0.233488062,0.116007262,0.044145977,-2.012702113
PASS.Daytime_Napping.Dashti2021,Daytime napping,S-LDSC reference files,European,-0.407926439,0.131114018,0.00186307,-3.111234363,-0.384307244,0.131905568,0.003573986,-2.913502826
PASS.Depression.Howard2019,Depression,S-LDSC reference files,European,-0.164940363,0.129599671,0.203127636,-1.272691216,-0.162382784,0.130101824,0.211986846,-1.248120735
PASS.Drinks_Per_Week.Liu2019,Drinks Per Week,S-LDSC reference files,European,0.532537349,0.129935959,4.16e-05,4.098460154,0.462457778,0.13062912,0.000399771,3.540234955
PASS.Education_Years.Rietveld2013,Education Years,S-LDSC reference files,European,0.624140102,0.127473737,9.77e-07,4.896225016,0.656600324,0.129276451,3.79e-07,5.079040449
PASS.Endometriosis.Rahmioglu2023,Endometriosis,S-LDSC reference files,European,-0.000170183,0.125363771,0.99891686,-0.001357515,-0.09541538,0.12623818,0.449747438,-0.755836154
PASS.Eosinophil_Percentage.Vuckovic2020,Eosinophil Percentage,S-LDSC reference files,European,-0.01477765,0.130493666,0.909836961,-0.113244191,-0.053478938,0.129554007,0.679758557,-0.412792622
PASS.Ever_Smoked.TAGC2010,Ever Smoked,S-LDSC reference files,European,-0.34177264,0.110529177,0.001987134,-3.092148592,-0.333302969,0.11103397,0.002683789,-3.00181078
PASS.Fetal_Birth_Weight.Warrington2019,Fetal Birth Weight,S-LDSC reference files,European,-0.256615394,0.127600268,0.04431614,-2.011088214,-0.204140805,0.128293367,0.111563874,-1.591203108
PASS.Forced_Vital_Capacity.Shrine2023,COPD - FVC,S-LDSC reference files,European,0.135142846,0.129495436,0.296665454,1.043610886,0.046759351,0.130148302,0.719387537,0.359277457
PASS.Gastrointestinal_Disease.Donertas2021,Gastrointestinal Disease,S-LDSC reference files,European,-0.287131674,0.128580932,0.025543584,-2.23308129,-0.273131556,0.129807517,0.035367334,-2.104127415
PASS.General_Risk_Tolerance.KarlssonLinner2019,General Risk Tolerance,S-LDSC reference files,European,-0.156258047,0.126578318,0.21702514,-1.234477194,-0.170566643,0.127541517,0.181110987,-1.337342123
PASS.Genetic_Generalized_Epilepsy.Berkovic2022,GGE,S-LDSC reference files,European,0.130556812,0.129220818,0.312332976,1.010338845,0.106421629,0.130194486,0.413696998,0.817405038
PASS.Glaucoma.Craig2020,Glaucoma,S-LDSC reference files,European,-0.085177214,0.130399745,0.513626855,-0.653200768,-0.108364896,0.131225023,0.408920704,-0.825794448
PASS.Gout.Donertas2021,Gout,S-LDSC reference files,European,0.351832101,0.126083867,0.005263306,2.790460902,0.194707094,0.125146867,0.119748819,1.555828751
PASS.HDL.Teslovich2010,HDL,S-LDSC reference files,European,0.00807577,0.132970617,0.951571455,0.060733495,-0.094058359,0.130724139,0.471821873,-0.719517906
PASS.Heart_Failure.Shah2020,Heart Failure,S-LDSC reference files,European,-0.104769327,0.121104615,0.386976089,-0.865114241,-0.208060838,0.124208618,0.093916222,-1.675091798
PASS.Height.Yengo2022,Height,S-LDSC reference files,European,0.221451526,0.115078655,0.054310818,1.924349274,0.393028497,0.111882472,0.000443296,3.512869267
PASS.Inflammatory_Bowel_Disease.deLange2017,IBD,S-LDSC reference files,European,0.520596519,0.129734546,6e-05,4.012782524,0.283857255,0.129874575,0.028842975,2.185626057
PASS.Insomnia.Watanabe2022,Insomnia,S-LDSC reference files,European,-0.133401516,0.122819753,0.277409605,-1.086156848,-0.128666225,0.124480195,0.301310066,-1.033628081
PASS.Intelligence.SavageJansen2018,Intelligence,S-LDSC reference files,European,0.737605982,0.124763901,3.38e-09,5.912014436,0.697452405,0.125714572,2.89e-08,5.547904243
PASS.Ischemic_Stroke.Malik2018,Stroke,S-LDSC reference files,European,-0.215849711,0.125882386,0.086401433,-1.714693514,-0.118485325,0.127355976,0.352191144,-0.930347592
PASS.Knee_Osteoarthritis.Boer2021,KneeOA,S-LDSC reference files,European,-0.120118587,0.128900182,0.351402211,-0.931872906,-0.17050739,0.12959034,0.188260819,-1.315741504
PASS.LDL.Teslovich2010,LDL,S-LDSC reference files,European,0.169312021,0.124671658,0.174443554,1.358063443,0.085755633,0.123590277,0.487763499,0.693870382
PASS.Lupus.Bentham2015,Lupus (SLE),S-LDSC reference files,European,-0.318776128,0.130128318,0.014297288,-2.449706043,-0.303984176,0.13266958,0.02194678,-2.291287696
PASS.Maternal_Birth_Weight.Warrington2019,Maternal Birth Weight,S-LDSC reference files,European,-0.20165679,0.129361392,0.11902862,-1.558863797,-0.092982643,0.129994668,0.474435777,-0.715280433
PASS.Medication_Use.Wu2019,Medication use (drugs used in diabetes),S-LDSC reference files,European,-0.371634814,0.126432557,0.003288571,-2.939391741,-0.39616889,0.128517996,0.002052044,-3.082594675
PASS.Monocyte_Percentage.Vuckovic2020,Monocyte Percentage,S-LDSC reference files,European,0.310429993,0.1300678,0.017001362,2.38667827,0.092515031,0.129517772,0.47503937,0.714303756
PASS.Multiple_Sclerosis.IMSGC2019,Multiple Sclerosis,S-LDSC reference files,European,0.051042241,0.125161191,0.683411673,0.407812041,-0.024805054,0.126742266,0.844835149,-0.195712566
PASS.Parkinson.Nalls2019,Parkinson Disease,S-LDSC reference files,European,0.078493069,0.129636814,0.544857185,0.605484403,-0.009585735,0.127063809,0.939864376,-0.075440324
PASS.Physical_Activity.Wang2022,Physical Activity,S-LDSC reference files,European,0.366082985,0.120849698,0.002451682,3.029242037,0.339780402,0.122532769,0.005554625,2.772975803
PASS.Platelet_Distribution_Width.Vuckovic2020,Platelet Distribution Width,S-LDSC reference files,European,0.282615321,0.108154271,0.008973137,2.613075909,0.264908282,0.108150863,0.014308137,2.449432901
PASS.Primary_Biliary_Cirrhosis.Cordell2015,Primary Biliary Cirrhosis,S-LDSC reference files,European,-0.039288838,0.120622993,0.744639244,-0.325715992,-0.058900491,0.122701965,0.631206835,-0.480028912
PASS.Reaction_Time.Davies2018,Reaction Time,S-LDSC reference files,European,-0.359835774,0.12816923,0.004992688,-2.807505166,-0.337830959,0.129664784,0.009176224,-2.605417973
PASS.Reticulocyte_Count.Vuckovic2020,Reticulocyte Count,S-LDSC reference files,European,0.595201891,0.130566466,5.15e-06,4.558612237,0.519333104,0.130902764,7.27e-05,3.967319624
PASS.Rheumatoid_Arthritis.Ishigaki2022,Rheumatoid Arthritis (Ishigaki),S-LDSC reference files,European,-0.001784579,0.126660806,0.988758632,-0.014089432,-0.029591575,0.128957983,0.818506124,-0.229466797
PASS.Rheumatoid_Arthritis.Saevarsdottir2022,Rheumatoid Arthritis (Saevarsdottir),S-LDSC reference files,European,-0.098266035,0.129944912,0.449521484,-0.756213026,-0.172508656,0.130135746,0.184970416,-1.325605461
PASS.Schizophrenia.Trubetskoy2022,Schizophrenia,S-LDSC reference files,European,-0.737233538,0.123685815,2.51e-09,-5.96053426,-0.787969799,0.124117325,2.17e-10,-6.348588325
PASS.Sleep_Duration.Dashti2019,Sleep Duration,S-LDSC reference files,European,-0.134145396,0.130870949,0.305353548,-1.025020429,-0.129305051,0.13049649,0.321749087,-0.99086995
PASS.Snoring.Campos2020,Snoring,S-LDSC reference files,European,-0.547001111,0.124588846,1.13e-05,-4.39045008,-0.477443857,0.125256376,0.000137996,-3.811732972
PASS.Structural_Connectivity_Global.Tissink2023,Structural Connectivity Global (imaging),S-LDSC reference files,European,0.096853666,0.125745364,0.44115963,0.770236477,0.091308594,0.127087565,0.472467579,0.718469935
PASS.Telomere_Length.Codd2021,Telomere Length,S-LDSC reference files,European,0.017379905,0.127537202,0.891605294,0.13627322,0.086850254,0.127974375,0.497357456,0.678653469
PASS.Thumb_Osteoarthritis.Boer2021,ThumbOA,S-LDSC reference files,European,0.028962291,0.125246883,0.817127107,0.231241608,0.009592582,0.127024295,0.939802821,0.075517693
PASS.Total_Hip_Replacement.Boer2021,Total Hip Replacement,S-LDSC reference files,European,0.039942407,0.120793256,0.740895636,0.330667523,-0.009331115,0.123319903,0.939684882,-0.07566593
PASS.Tourette_Syndrome.Yu2019,Tourette Syndrome,S-LDSC reference files,European,-0.181262527,0.114243346,0.112595263,-1.586635322,-0.163096377,0.117557202,0.165326267,-1.387378864
PASS.Type_1_Diabetes.Chiou2021,T1D - Type 1 Diabetes,S-LDSC reference files,European,0.246144144,0.130434545,0.059145729,1.887108532,-0.110303491,0.129736509,0.395207428,-0.850211647
PASS.Type_2_Diabetes.Xue2018,Type 2 Diabetes,S-LDSC reference files,European,-0.422520442,0.125364541,0.00075077,-3.370334545,-0.466394579,0.127330486,0.000249408,-3.662866574
PASS.Varicose_Veins.Ahmed2022,Varicose veins,S-LDSC reference files,European,-0.380326979,0.130617396,0.003593945,-2.911763592,-0.324886521,0.131484981,0.013477269,-2.470902141
PASS.Venous_Thromboembolism.Ghouse2023,Venous Tromboembolism (VTE),S-LDSC reference files,European,0.014062836,0.128948052,0.913156368,0.10905815,-0.085056226,0.131197301,0.516785929,-0.648307739
PASS.Visceral_Adipose_Tissue_Volume.Agrawal2022,Visceral Adipose Tissue Volume,S-LDSC reference files,European,-0.317791414,0.120573331,0.008397155,-2.635669206,-0.30332389,0.122102732,0.012985396,-2.484169558
UKB_460K.biochemistry_AlkalinePhosphatase,Alkaline Phosphatase,S-LDSC reference files,European,-0.542054611,0.132422667,4.25e-05,-4.093367254,-0.595054301,0.131385931,5.92e-06,-4.529056455
UKB_460K.biochemistry_AspartateAminotransferase,Aspartate Aminotransferase,S-LDSC reference files,European,-0.367488272,0.12938661,0.004508043,-2.840234175,-0.467827525,0.129269208,0.000295724,-3.619017483
UKB_460K.biochemistry_Cholesterol,Cholesterol,S-LDSC reference files,European,-0.011768286,0.125262417,0.925149623,-0.093949059,-0.082132606,0.131491461,0.532218442,-0.624623119
UKB_460K.biochemistry_Creatinine,Creatinine,S-LDSC reference files,European,0.513060265,0.126302446,4.86e-05,4.062156219,0.500280756,0.128332075,9.69e-05,3.898329835
UKB_460K.biochemistry_IGF1,IGF1,S-LDSC reference files,European,0.332021631,0.13004289,0.010674732,2.553170191,0.384519696,0.13034318,0.003177162,2.950056131
UKB_460K.biochemistry_Phosphate,Phosphate,S-LDSC reference files,European,0.419551561,0.130783728,0.001336709,3.207979831,0.281964777,0.132708456,0.033612207,2.124693368
UKB_460K.biochemistry_Testosterone_Male,Testosterone Male,S-LDSC reference files,European,0.123605376,0.130807153,0.344687691,0.94494356,0.186754942,0.131661059,0.156058733,1.418452377
UKB_460K.biochemistry_TotalBilirubin,Total Bilirubin,S-LDSC reference files,European,0.501501387,0.128258553,9.23e-05,3.910081428,0.638697463,0.128037142,6.09e-07,4.988376434
