seqnames,start_hg19,end_hg19,width,strand,ID,COLO320DM,GBM39,K562
chr20,58304001,58305000,1000,*,2509,1,0,0
chr20,59570001,59571000,1000,*,2510,1,0,0
chr20,59888001,59889000,1000,*,2511,1,0,0
chr20,59889001,59890000,1000,*,2512,1,0,0
chr20,60333001,60334000,1000,*,2513,1,0,0
chr20,60830001,60831000,1000,*,2514,1,0,0
chr20,61575001,61576000,1000,*,2515,1,0,0
chr20,61730001,61731000,1000,*,2516,1,0,0
chr20,61754001,61755000,1000,*,2517,1,0,0
chr20,61956001,61957000,1000,*,2518,1,0,0
chr20,62434001,62435000,1000,*,2519,1,0,0
chr20,62829001,62830000,1000,*,2520,1,0,0
chr19,362001,363000,1000,*,2521,1,0,0
chr19,429001,430000,1000,*,2522,1,0,0
chr19,1865001,1866000,1000,*,2523,1,0,0
chr19,2018001,2019000,1000,*,2524,1,0,0
chr19,2043001,2044000,1000,*,2525,1,0,0
chr19,2121001,2122000,1000,*,2526,1,0,0
chr19,2361001,2362000,1000,*,2527,1,0,0
chr19,2362001,2363000,1000,*,2528,1,0,0
chr19,2442001,2443000,1000,*,2529,1,0,0
chr19,2719001,2720000,1000,*,2530,1,0,0
chr19,2821001,2822000,1000,*,2531,1,0,0
chr19,2901001,2902000,1000,*,2532,1,0,0
chr19,3022001,3023000,1000,*,2533,1,0,0
chr19,3492001,3493000,1000,*,2534,1,0,0
chr19,3497001,3498000,1000,*,2535,1,0,0
chr19,3521001,3522000,1000,*,2536,1,0,0
chr19,3927001,3928000,1000,*,2537,1,0,0
chr19,4384001,4385000,1000,*,2538,1,0,0
chr19,4439001,4440000,1000,*,2539,1,0,0
chr19,4484001,4485000,1000,*,2540,1,0,0
chr19,4539001,4540000,1000,*,2541,1,0,0
chr19,4648001,4649000,1000,*,2542,1,0,0
chr19,4880001,4881000,1000,*,2543,1,0,0
chr19,4909001,4910000,1000,*,2544,1,0,1
chr19,4986001,4987000,1000,*,2545,1,0,0
chr19,5445001,5446000,1000,*,2546,1,0,0
chr19,6034001,6035000,1000,*,2547,1,0,0
chr19,6209001,6210000,1000,*,2548,1,0,0
chr19,6312001,6313000,1000,*,2549,1,0,0
chr19,6576001,6577000,1000,*,2550,1,0,0
chr19,6577001,6578000,1000,*,2551,1,0,0
chr19,7315001,7316000,1000,*,2552,1,0,0
chr19,7556001,7557000,1000,*,2553,1,0,0
chr19,7788001,7789000,1000,*,2554,1,0,0
chr19,8131001,8132000,1000,*,2555,1,0,0
chr19,8547001,8548000,1000,*,2556,1,0,0
chr19,9356001,9357000,1000,*,2557,1,0,0
chr19,9814001,9815000,1000,*,2558,1,0,0
chr19,10306001,10307000,1000,*,2559,1,0,0
chr19,10913001,10914000,1000,*,2560,1,0,0
chr19,11111001,11112000,1000,*,2561,1,0,0
chr19,11522001,11523000,1000,*,2562,1,0,0
chr19,11569001,11570000,1000,*,2563,1,0,0
chr19,13114001,13115000,1000,*,2564,1,0,0
chr19,13186001,13187000,1000,*,2565,1,0,0
chr19,13526001,13527000,1000,*,2566,1,0,0
chr19,13829001,13830000,1000,*,2567,1,0,0
chr19,13830001,13831000,1000,*,2568,1,0,0
chr19,14050001,14051000,1000,*,2569,1,0,0
chr19,14194001,14195000,1000,*,2570,1,0,0
chr19,14196001,14197000,1000,*,2571,1,0,1
chr19,15082001,15083000,1000,*,2572,1,0,0
chr19,15365001,15366000,1000,*,2573,1,0,0
chr19,15428001,15429000,1000,*,2574,1,0,0
chr19,15444001,15445000,1000,*,2575,1,0,0
chr19,15858001,15859000,1000,*,2576,1,0,0
chr19,16322001,16323000,1000,*,2577,1,0,0
chr19,16445001,16446000,1000,*,2578,1,0,0
chr19,16885001,16886000,1000,*,2579,1,0,0
chr19,17215001,17216000,1000,*,2580,1,0,0
chr19,17375001,17376000,1000,*,2581,1,0,0
chr19,17385001,17386000,1000,*,2582,1,0,0
chr19,17506001,17507000,1000,*,2583,1,0,0
chr19,17973001,17974000,1000,*,2584,1,0,0
chr19,19116001,19117000,1000,*,2585,1,0,0
chr19,19660001,19661000,1000,*,2586,1,0,0
chr19,22596001,22597000,1000,*,2587,1,0,0
chr19,22704001,22705000,1000,*,2588,1,0,0
chr19,28625001,28626000,1000,*,2589,1,0,0
chr19,29555001,29556000,1000,*,2590,1,0,0
chr19,29831001,29832000,1000,*,2591,1,0,0
chr19,31410001,31411000,1000,*,2592,1,0,0
chr19,31423001,31424000,1000,*,2593,1,0,0
chr19,31575001,31576000,1000,*,2594,1,0,0
chr19,31700001,31701000,1000,*,2595,1,0,0
chr19,31701001,31702000,1000,*,2596,1,0,0
chr19,32977001,32978000,1000,*,2597,1,0,0
chr19,33305001,33306000,1000,*,2598,1,0,0
chr19,33540001,33541000,1000,*,2599,1,0,0
chr19,33555001,33556000,1000,*,2600,1,0,1
chr19,34208001,34209000,1000,*,2601,1,0,0
chr19,34227001,34228000,1000,*,2602,1,0,0
chr19,34679001,34680000,1000,*,2603,1,0,0
chr19,34811001,34812000,1000,*,2604,1,0,0
chr19,35416001,35417000,1000,*,2605,1,0,0
chr19,36156001,36157000,1000,*,2606,1,0,0
chr19,36284001,36285000,1000,*,2607,1,0,0
chr19,36748001,36749000,1000,*,2608,1,0,0
chr19,38118001,38119000,1000,*,2609,1,0,0
chr19,38462001,38463000,1000,*,2610,1,0,0
chr19,38660001,38661000,1000,*,2611,1,0,0
chr19,39621001,39622000,1000,*,2612,1,0,0
chr19,39889001,39890000,1000,*,2613,1,0,0
chr19,39901001,39902000,1000,*,2614,1,0,0
chr19,39996001,39997000,1000,*,2615,1,0,0
chr19,41334001,41335000,1000,*,2616,1,0,0
chr19,41929001,41930000,1000,*,2617,1,0,0
chr19,42071001,42072000,1000,*,2618,1,0,0
chr19,42444001,42445000,1000,*,2619,1,0,1
chr19,42584001,42585000,1000,*,2620,1,0,0
chr19,42585001,42586000,1000,*,2621,1,0,0
chr19,42899001,42900000,1000,*,2622,1,0,0
chr19,43232001,43233000,1000,*,2623,1,0,0
chr19,44137001,44138000,1000,*,2624,1,0,0
chr19,45080001,45081000,1000,*,2625,1,0,0
chr19,45131001,45132000,1000,*,2626,1,0,0
chr19,45368001,45369000,1000,*,2627,1,0,0
chr19,45434001,45435000,1000,*,2628,1,0,0
chr19,45804001,45805000,1000,*,2629,1,0,0
chr19,45805001,45806000,1000,*,2630,1,0,0
chr19,45963001,45964000,1000,*,2631,1,0,0
chr19,46274001,46275000,1000,*,2632,1,0,1
chr19,46917001,46918000,1000,*,2633,1,0,0
chr19,47634001,47635000,1000,*,2634,1,0,0
chr19,47781001,47782000,1000,*,2635,1,0,0
chr19,48575001,48576000,1000,*,2636,1,0,0
chr19,48600001,48601000,1000,*,2637,1,0,0
chr19,48647001,48648000,1000,*,2638,1,0,0
chr19,49051001,49052000,1000,*,2639,1,0,0
chr19,49419001,49420000,1000,*,2640,1,0,0
chr19,49926001,49927000,1000,*,2641,1,0,0
chr19,50163001,50164000,1000,*,2642,1,0,0
chr19,50212001,50213000,1000,*,2643,1,0,0
chr19,50683001,50684000,1000,*,2644,1,0,0
chr19,52331001,52332000,1000,*,2645,1,0,0
chr19,53086001,53087000,1000,*,2646,1,0,0
chr19,53976001,53977000,1000,*,2647,1,0,0
chr19,54302001,54303000,1000,*,2648,1,0,0
chr19,55588001,55589000,1000,*,2649,1,0,0
chr19,55998001,55999000,1000,*,2650,1,0,0
chr19,56670001,56671000,1000,*,2651,1,0,0
chr19,56701001,56702000,1000,*,2652,1,0,0
chr19,57554001,57555000,1000,*,2653,1,0,0
chr19,57926001,57927000,1000,*,2654,1,0,0
chr19,58432001,58433000,1000,*,2655,1,0,0
chr19,59081001,59082000,1000,*,2656,1,0,0
chr22,16157001,16158000,1000,*,2657,1,0,1
chr22,17605001,17606000,1000,*,2658,1,0,0
chr22,18475001,18476000,1000,*,2659,1,0,0
chr22,18718001,18719000,1000,*,2660,1,0,1
chr22,19208001,19209000,1000,*,2661,1,0,0
chr22,19683001,19684000,1000,*,2662,1,0,0
chr22,19710001,19711000,1000,*,2663,1,0,1
chr22,19947001,19948000,1000,*,2664,1,0,0
chr22,20715001,20716000,1000,*,2665,1,0,1
chr22,21373001,21374000,1000,*,2666,1,0,0
chr22,21639001,21640000,1000,*,2667,1,0,0
chr22,22285001,22286000,1000,*,2668,1,0,0
chr22,22312001,22313000,1000,*,2669,1,0,0
chr22,23730001,23731000,1000,*,2670,1,0,0
chr22,24489001,24490000,1000,*,2671,1,0,0
chr22,25357001,25358000,1000,*,2672,1,0,0
chr22,25401001,25402000,1000,*,2673,1,0,0
chr22,25762001,25763000,1000,*,2674,1,0,0
chr22,26723001,26724000,1000,*,2675,1,0,0
chr22,29167001,29168000,1000,*,2676,1,0,0
chr22,29862001,29863000,1000,*,2677,1,0,0
chr22,30145001,30146000,1000,*,2678,1,0,0
chr22,30670001,30671000,1000,*,2679,1,0,0
chr22,30675001,30676000,1000,*,2680,1,0,0
chr22,30769001,30770000,1000,*,2681,1,0,0
chr22,31723001,31724000,1000,*,2682,1,0,0
chr22,32924001,32925000,1000,*,2683,1,0,0
chr22,33117001,33118000,1000,*,2684,1,0,0
chr22,33397001,33398000,1000,*,2685,1,0,0
chr22,34586001,34587000,1000,*,2686,1,0,0
chr22,35033001,35034000,1000,*,2687,1,0,0
chr22,35313001,35314000,1000,*,2688,1,0,0
chr22,35411001,35412000,1000,*,2689,1,0,0
chr22,35549001,35550000,1000,*,2690,1,0,0
chr22,35688001,35689000,1000,*,2691,1,0,0
chr22,36007001,36008000,1000,*,2692,1,0,0
chr22,36565001,36566000,1000,*,2693,1,0,0
chr22,36942001,36943000,1000,*,2694,1,0,0
chr22,37706001,37707000,1000,*,2695,1,0,0
chr22,37747001,37748000,1000,*,2696,1,0,0
chr22,38269001,38270000,1000,*,2697,1,0,0
chr22,39010001,39011000,1000,*,2698,1,0,0
chr22,39175001,39176000,1000,*,2699,1,0,0
chr22,39386001,39387000,1000,*,2700,1,0,0
chr22,39488001,39489000,1000,*,2701,1,0,0
chr22,39784001,39785000,1000,*,2702,1,0,0
chr22,39873001,39874000,1000,*,2703,1,0,0
chr22,40070001,40071000,1000,*,2704,1,0,0
chr22,41729001,41730000,1000,*,2705,1,0,0
chr22,42308001,42309000,1000,*,2706,1,0,0
chr22,42721001,42722000,1000,*,2707,1,0,0
chr22,43019001,43020000,1000,*,2708,1,0,0
chr22,44435001,44436000,1000,*,2709,1,0,0
chr22,44790001,44791000,1000,*,2710,1,0,0
chr22,45004001,45005000,1000,*,2711,1,0,0
chr22,45283001,45284000,1000,*,2712,1,0,0
chr22,45377001,45378000,1000,*,2713,1,0,0
chr22,45993001,45994000,1000,*,2714,1,0,0
chr22,46382001,46383000,1000,*,2715,1,0,0
chr22,46683001,46684000,1000,*,2716,1,0,0
chr22,46703001,46704000,1000,*,2717,1,0,0
chr22,46744001,46745000,1000,*,2718,1,0,0
chr22,47085001,47086000,1000,*,2719,1,0,0
chr22,47605001,47606000,1000,*,2720,1,0,0
chr22,47679001,47680000,1000,*,2721,1,0,0
chr22,48054001,48055000,1000,*,2722,1,0,0
chr22,48890001,48891000,1000,*,2723,1,0,0
chr22,48974001,48975000,1000,*,2724,1,0,0
chr22,49102001,49103000,1000,*,2725,1,0,0
chr22,49200001,49201000,1000,*,2726,1,0,0
chr22,49465001,49466000,1000,*,2727,1,0,0
chr22,50170001,50171000,1000,*,2728,1,0,0
chr22,50902001,50903000,1000,*,2729,1,0,0
chr22,51043001,51044000,1000,*,2730,1,0,0
chr21,10610001,10611000,1000,*,2731,1,0,0
chr21,10988001,10989000,1000,*,2732,1,0,0
chr21,14887001,14888000,1000,*,2733,1,0,0
chr21,16863001,16864000,1000,*,2734,1,0,0
chr21,17071001,17072000,1000,*,2735,1,0,0
chr21,17304001,17305000,1000,*,2736,1,0,0
chr21,19395001,19396000,1000,*,2737,1,0,0
chr21,20138001,20139000,1000,*,2738,1,0,0
chr21,25975001,25976000,1000,*,2739,1,0,0
chr21,26109001,26110000,1000,*,2740,1,0,0
chr21,27041001,27042000,1000,*,2741,1,0,0
chr21,33879001,33880000,1000,*,2742,1,0,0
chr21,35072001,35073000,1000,*,2743,1,0,0
chr21,35504001,35505000,1000,*,2744,1,0,0
chr21,35851001,35852000,1000,*,2745,1,0,0
chr21,38030001,38031000,1000,*,2746,1,0,0
chr21,38188001,38189000,1000,*,2747,1,0,0
chr21,38350001,38351000,1000,*,2748,1,0,0
chr21,39069001,39070000,1000,*,2749,1,0,0
chr21,40325001,40326000,1000,*,2750,1,0,0
chr21,40522001,40523000,1000,*,2751,1,0,0
chr21,41024001,41025000,1000,*,2752,1,0,0
chr21,41414001,41415000,1000,*,2753,1,0,0
chr21,41946001,41947000,1000,*,2754,1,0,0
chr21,42472001,42473000,1000,*,2755,1,0,0
chr21,42511001,42512000,1000,*,2756,1,0,0
chr21,42668001,42669000,1000,*,2757,1,0,0
chr21,42896001,42897000,1000,*,2758,1,0,0
chr21,43291001,43292000,1000,*,2759,1,0,0
chr21,43498001,43499000,1000,*,2760,1,0,0
chr21,43821001,43822000,1000,*,2761,1,0,0
chr21,43824001,43825000,1000,*,2762,1,0,0
chr21,44126001,44127000,1000,*,2763,1,0,0
chr21,44264001,44265000,1000,*,2764,1,0,0
chr21,45127001,45128000,1000,*,2765,1,0,0
chr21,46318001,46319000,1000,*,2766,1,0,0
chr21,47306001,47307000,1000,*,2767,1,0,0
chr21,47351001,47352000,1000,*,2768,1,0,0
chr21,47501001,47502000,1000,*,2769,1,0,0
chr21,47782001,47783000,1000,*,2770,1,0,0
chr21,47877001,47878000,1000,*,2771,1,0,0
chr1,437001,438000,1000,*,2772,0,1,1
chr1,895001,896000,1000,*,2773,0,1,1
chr1,1624001,1625000,1000,*,2774,0,1,1
chr1,1850001,1851000,1000,*,2775,0,1,1
chr1,1982001,1983000,1000,*,2776,0,1,1
chr1,2436001,2437000,1000,*,2777,0,1,1
chr1,6052001,6053000,1000,*,2778,0,1,1
chr1,6480001,6481000,1000,*,2779,0,1,1
chr1,6531001,6532000,1000,*,2780,0,1,1
chr1,8562001,8563000,1000,*,2781,0,1,1
chr1,10057001,10058000,1000,*,2782,0,1,1
chr1,11539001,11540000,1000,*,2783,0,1,1
chr1,15332001,15333000,1000,*,2784,0,1,0
chr1,16939001,16940000,1000,*,2785,0,1,1
chr1,17020001,17021000,1000,*,2786,0,1,1
chr1,21113001,21114000,1000,*,2787,0,1,1
chr1,25934001,25935000,1000,*,2788,0,1,0
chr1,31761001,31762000,1000,*,2789,0,1,0
chr1,32226001,32227000,1000,*,2790,0,1,1
chr1,33384001,33385000,1000,*,2791,0,1,0
chr1,34790001,34791000,1000,*,2792,0,1,0
chr1,35331001,35332000,1000,*,2793,0,1,1
chr1,39874001,39875000,1000,*,2794,0,1,1
chr1,40782001,40783000,1000,*,2795,0,1,1
chr1,42922001,42923000,1000,*,2796,0,1,1
chr1,43919001,43920000,1000,*,2797,0,1,1
chr1,44872001,44873000,1000,*,2798,0,1,1
chr1,48279001,48280000,1000,*,2799,0,1,0
chr1,50390001,50391000,1000,*,2800,0,1,0
chr1,50391001,50392000,1000,*,2801,0,1,0
chr1,52831001,52832000,1000,*,2802,0,1,1
chr1,54165001,54166000,1000,*,2803,0,1,0
chr1,58849001,58850000,1000,*,2804,0,1,0
chr1,59937001,59938000,1000,*,2805,0,1,1
chr1,63788001,63789000,1000,*,2806,0,1,1
chr1,70277001,70278000,1000,*,2807,0,1,0
chr1,73307001,73308000,1000,*,2808,0,1,0
chr1,78631001,78632000,1000,*,2809,0,1,0
chr1,85326001,85327000,1000,*,2810,0,1,0
chr1,85467001,85468000,1000,*,2811,0,1,0
chr1,91172001,91173000,1000,*,2812,0,1,1
chr1,92951001,92952000,1000,*,2813,0,1,1
chr1,94094001,94095000,1000,*,2814,0,1,0
chr1,106322001,106323000,1000,*,2815,0,1,0
chr1,117343001,117344000,1000,*,2816,0,1,0
chr1,120301001,120302000,1000,*,2817,0,1,0
chr1,143743001,143744000,1000,*,2818,0,1,1
chr1,145028001,145029000,1000,*,2819,0,1,0
chr1,155293001,155294000,1000,*,2820,0,1,1
chr1,156391001,156392000,1000,*,2821,0,1,1
chr1,156592001,156593000,1000,*,2822,0,1,0
chr1,157416001,157417000,1000,*,2823,0,1,1
chr1,159556001,159557000,1000,*,2824,0,1,0
chr1,164540001,164541000,1000,*,2825,0,1,0
chr1,166851001,166852000,1000,*,2826,0,1,0
chr1,167424001,167425000,1000,*,2827,0,1,1
chr1,167906001,167907000,1000,*,2828,0,1,1
chr1,180538001,180539000,1000,*,2829,0,1,0
chr1,182361001,182362000,1000,*,2830,0,1,1
chr1,183342001,183343000,1000,*,2831,0,1,0
chr1,184351001,184352000,1000,*,2832,0,1,0
chr1,188235001,188236000,1000,*,2833,0,1,0
chr1,193433001,193434000,1000,*,2834,0,1,0
chr1,201145001,201146000,1000,*,2835,0,1,0
chr1,203045001,203046000,1000,*,2836,0,1,1
chr1,208488001,208489000,1000,*,2837,0,1,0
chr1,212782001,212783000,1000,*,2838,0,1,1
chr1,225841001,225842000,1000,*,2839,0,1,1
chr1,227269001,227270000,1000,*,2840,0,1,0
chr1,228290001,228291000,1000,*,2841,0,1,1
chr1,229531001,229532000,1000,*,2842,0,1,0
chr1,230347001,230348000,1000,*,2843,0,1,0
chr1,231779001,231780000,1000,*,2844,0,1,0
chr1,233426001,233427000,1000,*,2845,0,1,0
chr1,244080001,244081000,1000,*,2846,0,1,1
chr1,245317001,245318000,1000,*,2847,0,1,1
chr1,247095001,247096000,1000,*,2848,0,1,1
chr2,263001,264000,1000,*,2849,0,1,1
chr2,5831001,5832000,1000,*,2850,0,1,1
chr2,5836001,5837000,1000,*,2851,0,1,1
chr2,9983001,9984000,1000,*,2852,0,1,1
chr2,10737001,10738000,1000,*,2853,0,1,0
chr2,11622001,11623000,1000,*,2854,0,1,1
chr2,20596001,20597000,1000,*,2855,0,1,0
chr2,22048001,22049000,1000,*,2856,0,1,0
chr2,23748001,23749000,1000,*,2857,0,1,0
chr2,27651001,27652000,1000,*,2858,0,1,1
chr2,38303001,38304000,1000,*,2859,0,1,1
chr2,60776001,60777000,1000,*,2860,0,1,1
chr2,63662001,63663000,1000,*,2861,0,1,0
chr2,68848001,68849000,1000,*,2862,0,1,0
chr2,70781001,70782000,1000,*,2863,0,1,1
chr2,71128001,71129000,1000,*,2864,0,1,1
chr2,73332001,73333000,1000,*,2865,0,1,0
chr2,74875001,74876000,1000,*,2866,0,1,1
chr2,74881001,74882000,1000,*,2867,0,1,1
chr2,75092001,75093000,1000,*,2868,0,1,0
chr2,78034001,78035000,1000,*,2869,0,1,0
chr2,91757001,91758000,1000,*,2870,0,1,1
chr2,96874001,96875000,1000,*,2871,0,1,1
chr2,100918001,100919000,1000,*,2872,0,1,0
chr2,101657001,101658000,1000,*,2873,0,1,0
chr2,103136001,103137000,1000,*,2874,0,1,0
chr2,107040001,107041000,1000,*,2875,0,1,0
chr2,108371001,108372000,1000,*,2876,0,1,0
chr2,112676001,112677000,1000,*,2877,0,1,0
chr2,112842001,112843000,1000,*,2878,0,1,0
chr2,113207001,113208000,1000,*,2879,0,1,0
chr2,114341001,114342000,1000,*,2880,0,1,1
chr2,121493001,121494000,1000,*,2881,0,1,1
chr2,127807001,127808000,1000,*,2882,0,1,0
chr2,129314001,129315000,1000,*,2883,0,1,0
chr2,133427001,133428000,1000,*,2884,0,1,1
chr2,152048001,152049000,1000,*,2885,0,1,0
chr2,154514001,154515000,1000,*,2886,0,1,0
chr2,161187001,161188000,1000,*,2887,0,1,0
chr2,161593001,161594000,1000,*,2888,0,1,0
chr2,162886001,162887000,1000,*,2889,0,1,0
chr2,165447001,165448000,1000,*,2890,0,1,0
chr2,166290001,166291000,1000,*,2891,0,1,0
chr2,166650001,166651000,1000,*,2892,0,1,1
chr2,172437001,172438000,1000,*,2893,0,1,0
chr2,175200001,175201000,1000,*,2894,0,1,1
chr2,175202001,175203000,1000,*,2895,0,1,1
chr2,175205001,175206000,1000,*,2896,0,1,1
chr2,179626001,179627000,1000,*,2897,0,1,0
chr2,195859001,195860000,1000,*,2898,0,1,0
chr2,195871001,195872000,1000,*,2899,0,1,0
chr2,198291001,198292000,1000,*,2900,0,1,0
chr2,200323001,200324000,1000,*,2901,0,1,1
chr2,209087001,209088000,1000,*,2902,0,1,0
chr2,218054001,218055000,1000,*,2903,0,1,0
chr2,218843001,218844000,1000,*,2904,0,1,0
chr2,224513001,224514000,1000,*,2905,0,1,0
chr2,233350001,233351000,1000,*,2906,0,1,1
chr2,236713001,236714000,1000,*,2907,0,1,0
chr2,239871001,239872000,1000,*,2908,0,1,0
chr2,241266001,241267000,1000,*,2909,0,1,0
chr2,242878001,242879000,1000,*,2910,0,1,1
chr3,238001,239000,1000,*,2911,0,1,1
chr3,2125001,2126000,1000,*,2912,0,1,1
chr3,2226001,2227000,1000,*,2913,0,1,0
chr3,4663001,4664000,1000,*,2914,0,1,0
chr3,9702001,9703000,1000,*,2915,0,1,0
chr3,10837001,10838000,1000,*,2916,0,1,0
chr3,25434001,25435000,1000,*,2917,0,1,0
chr3,32858001,32859000,1000,*,2918,0,1,1
chr3,38830001,38831000,1000,*,2919,0,1,0
chr3,40375001,40376000,1000,*,2920,0,1,0
chr3,42379001,42380000,1000,*,2921,0,1,0
chr3,44162001,44163000,1000,*,2922,0,1,0
chr3,46927001,46928000,1000,*,2923,0,1,0
chr3,50356001,50357000,1000,*,2924,0,1,0
chr3,52444001,52445000,1000,*,2925,0,1,1
chr3,57054001,57055000,1000,*,2926,0,1,0
chr3,59918001,59919000,1000,*,2927,0,1,0
chr3,71631001,71632000,1000,*,2928,0,1,1
chr3,75484001,75485000,1000,*,2929,0,1,1
chr3,77088001,77089000,1000,*,2930,0,1,1
chr3,111285001,111286000,1000,*,2931,0,1,0
chr3,117517001,117518000,1000,*,2932,0,1,0
chr3,121333001,121334000,1000,*,2933,0,1,0
chr3,125635001,125636000,1000,*,2934,0,1,1
chr3,128207001,128208000,1000,*,2935,0,1,1
chr3,128208001,128209000,1000,*,2936,0,1,1
chr3,133211001,133212000,1000,*,2937,0,1,0
chr3,134369001,134370000,1000,*,2938,0,1,1
chr3,148726001,148727000,1000,*,2939,0,1,0
chr3,150867001,150868000,1000,*,2940,0,1,0
chr3,158867001,158868000,1000,*,2941,0,1,0
chr3,172584001,172585000,1000,*,2942,0,1,1
chr3,176968001,176969000,1000,*,2943,0,1,0
chr3,185913001,185914000,1000,*,2944,0,1,0
chr3,187423001,187424000,1000,*,2945,0,1,0
chr3,187914001,187915000,1000,*,2946,0,1,0
chr3,192780001,192781000,1000,*,2947,0,1,0
chr3,193852001,193853000,1000,*,2948,0,1,1
chr3,196723001,196724000,1000,*,2949,0,1,0
chr3,196724001,196725000,1000,*,2950,0,1,0
chr4,740001,741000,1000,*,2951,0,1,1
chr4,1018001,1019000,1000,*,2952,0,1,1
chr4,1397001,1398000,1000,*,2953,0,1,1
chr4,1398001,1399000,1000,*,2954,0,1,1
chr4,1594001,1595000,1000,*,2955,0,1,1
chr4,1765001,1766000,1000,*,2956,0,1,1
chr4,1898001,1899000,1000,*,2957,0,1,0
chr4,2042001,2043000,1000,*,2958,0,1,1
chr4,2043001,2044000,1000,*,2959,0,1,1
chr4,2471001,2472000,1000,*,2960,0,1,1
chr4,2765001,2766000,1000,*,2961,0,1,1
chr4,3534001,3535000,1000,*,2962,0,1,1
chr4,3614001,3615000,1000,*,2963,0,1,0
chr4,3956001,3957000,1000,*,2964,0,1,1
chr4,4228001,4229000,1000,*,2965,0,1,1
chr4,4858001,4859000,1000,*,2966,0,1,0
chr4,6223001,6224000,1000,*,2967,0,1,1
chr4,7815001,7816000,1000,*,2968,0,1,0
chr4,8946001,8947000,1000,*,2969,0,1,0
chr4,9155001,9156000,1000,*,2970,0,1,1
chr4,13292001,13293000,1000,*,2971,0,1,0
chr4,16159001,16160000,1000,*,2972,0,1,0
chr4,21663001,21664000,1000,*,2973,0,1,0
chr4,24474001,24475000,1000,*,2974,0,1,1
chr4,27548001,27549000,1000,*,2975,0,1,0
chr4,36898001,36899000,1000,*,2976,0,1,0
chr4,37688001,37689000,1000,*,2977,0,1,1
chr4,41369001,41370000,1000,*,2978,0,1,0
chr4,42153001,42154000,1000,*,2979,0,1,1
chr4,55096001,55097000,1000,*,2980,0,1,1
chr4,71747001,71748000,1000,*,2981,0,1,0
chr4,77662001,77663000,1000,*,2982,0,1,1
chr4,77806001,77807000,1000,*,2983,0,1,0
chr4,78741001,78742000,1000,*,2984,0,1,1
chr4,79543001,79544000,1000,*,2985,0,1,0
chr4,89667001,89668000,1000,*,2986,0,1,0
chr4,90347001,90348000,1000,*,2987,0,1,0
chr4,94548001,94549000,1000,*,2988,0,1,0
chr4,103830001,103831000,1000,*,2989,0,1,0
chr4,112030001,112031000,1000,*,2990,0,1,0
chr4,122617001,122618000,1000,*,2991,0,1,0
chr4,129209001,129210000,1000,*,2992,0,1,1
chr4,129585001,129586000,1000,*,2993,0,1,0
chr4,131628001,131629000,1000,*,2994,0,1,0
chr4,132161001,132162000,1000,*,2995,0,1,0
chr4,140097001,140098000,1000,*,2996,0,1,1
chr4,153474001,153475000,1000,*,2997,0,1,0
chr4,154605001,154606000,1000,*,2998,0,1,1
chr4,154710001,154711000,1000,*,2999,0,1,1
chr4,157991001,157992000,1000,*,3000,0,1,0
chr4,163119001,163120000,1000,*,3001,0,1,0
chr4,168090001,168091000,1000,*,3002,0,1,0
chr4,183522001,183523000,1000,*,3003,0,1,0
chr4,184826001,184827000,1000,*,3004,0,1,1
chr4,187824001,187825000,1000,*,3005,0,1,0
chr4,189158001,189159000,1000,*,3006,0,1,0
chr4,190631001,190632000,1000,*,3007,0,1,0
chr5,563001,564000,1000,*,3008,0,1,1
chr5,564001,565000,1000,*,3009,0,1,1
chr5,565001,566000,1000,*,3010,0,1,1
chr5,1839001,1840000,1000,*,3011,0,1,0
chr5,1883001,1884000,1000,*,3012,0,1,1
chr5,2756001,2757000,1000,*,3013,0,1,1
chr5,17017001,17018000,1000,*,3014,0,1,0
chr5,24267001,24268000,1000,*,3015,0,1,0
chr5,42413001,42414000,1000,*,3016,0,1,0
chr5,52405001,52406000,1000,*,3017,0,1,1
chr5,53445001,53446000,1000,*,3018,0,1,0
chr5,54819001,54820000,1000,*,3019,0,1,0
chr5,55626001,55627000,1000,*,3020,0,1,0
chr5,55899001,55900000,1000,*,3021,0,1,0
chr5,60845001,60846000,1000,*,3022,0,1,0
chr5,66585001,66586000,1000,*,3023,0,1,0
chr5,72599001,72600000,1000,*,3024,0,1,1
chr5,75820001,75821000,1000,*,3025,0,1,0
chr5,80596001,80597000,1000,*,3026,0,1,0
chr5,87146001,87147000,1000,*,3027,0,1,0
chr5,87970001,87971000,1000,*,3028,0,1,1
chr5,89854001,89855000,1000,*,3029,0,1,1
chr5,90359001,90360000,1000,*,3030,0,1,0
chr5,94620001,94621000,1000,*,3031,0,1,1
chr5,108496001,108497000,1000,*,3032,0,1,0
chr5,113698001,113699000,1000,*,3033,0,1,1
chr5,116517001,116518000,1000,*,3034,0,1,0
chr5,119137001,119138000,1000,*,3035,0,1,0
chr5,131132001,131133000,1000,*,3036,0,1,1
chr5,132156001,132157000,1000,*,3037,0,1,0
chr5,133860001,133861000,1000,*,3038,0,1,1
chr5,133861001,133862000,1000,*,3039,0,1,1
chr5,134210001,134211000,1000,*,3040,0,1,1
chr5,135528001,135529000,1000,*,3041,0,1,1
chr5,136155001,136156000,1000,*,3042,0,1,0
chr5,139017001,139018000,1000,*,3043,0,1,1
chr5,139618001,139619000,1000,*,3044,0,1,0
chr5,140669001,140670000,1000,*,3045,0,1,0
